content,score,thumbsUpCount,cleaned_content,sentiment_label,word_count,review_date
Enak di dengrin dan apa yang kamu cari ad semua,5,0,enak di dengrin dan apa yang kamu cari ad semua,negative,10,
Teman di kala sibuk atau senggang,5,0,teman di kala sibuk atau senggang,negative,6,
mantap bisa membantu mengisi waktu luang....,5,0,mantap bisa membantu mengisi waktu luang,negative,6,
Sangat bagus untuk mendengarkan lagu,5,0,sangat bagus untuk mendengarkan lagu,negative,5,
bguss bngtt,5,0,bguss bngtt,positive,2,
Mantap cuy,5,0,mantap cuy,negative,2,
Topbgt,5,0,topbgt,negative,1,
"Guys, I don't mind the ads, but the random music playback that deviates from the genre being listened to is very messy. I hope there will be improvements for random music playback in the future so that it doesn't deviate from the genre being listened to.",1,0,guys i dont mind the ads but the random music playback that deviates from the genre being listened to is very messy i hope there will be improvements for random music playback in the future so that it doesnt deviate from the genre being listened to,negative,46,
oke bangetttt,5,0,oke bangetttt,positive,2,
Mantap lah makin ok saja,5,0,mantap lah semakin ok saja,negative,5,
Bagus. Terus pertahankan.,5,0,bagus terus pertahankan,negative,3,
Keren abis,5,0,keren abis,negative,2,
Aplikasinya bagus terus banyak juga lagunya tapi gk bisa offline,5,3,aplikasinya bagus terus banyak juga lagunya tapi gk bisa offline,negative,10,
Candu dengerin musik di Spotify tpiii kenapa boros paketan🥹🥹🥹🥹😭😭😭😭😭,3,0,candu dengerin musik di spotify tpiii kenapa boros paketan,positive,9,
Tolong dong knp gk bisa join lewat Gmail? Malah masuk ke pengaturan internet terus,2,0,tolong dong knp gk bisa join lewat gmail malah masuk ke pengaturan internet terus,negative,14,
Bagus untuk mendengar lagu favorit kalian,5,0,bagus untuk mendengar lagu favorit kalian,negative,6,
Mantappp sukses selalu,5,0,mantappp sukses selalu,negative,3,
Lagunya bagus banget,5,0,lagunya bagus banget,negative,3,
Bagus sekali sangat membantu,5,0,bagus sekali sangat membantu,negative,4,
Kasih premium gratis dong buat saya,5,0,kasih premium gratis dong buat saya,negative,6,
"Spotify tu bagus banget. Cuma kekurangannya lebih banyak dibanding apk musik lain, tolonglah didengar kritikan dari kami kalo kalian gamau kehilangan audiens. Gencar banget suruh pake premium, pas mau ambil paketan premiumnya malah 'tidak dapat menghubung' terus. Maunya apa?🙂",2,18,spotify tu bagus banget cuma kekurangannya lebih banyak dibanding apk musik lain tolonglah didengar kritikan dari kami kalo kalian gamau kehilangan audiens gencar banget suruh pake premium pas mau ambil paketan premiumnya malah tidak dapat menghubung terus maunya apa,positive,39,
"Makin aneh makin kesini , kebanyakan iklan, shuflle nya harus premium, ga bisa skip",1,9,semakin aneh semakin kesini kebanyakan iklan shuflle nya harus premium tidak bisa skip,positive,13,
Apk terlengkap lagunya,5,0,apk terlengkap lagunya,negative,3,
menurut ku si yaa bagus,5,0,menurut ku si yaa bagus,negative,5,
"Kurangin iklannya lah, mau muter lagu 4 iklan harus di lewati, mana gabisa di skip",3,6,kurangin iklannya lah mau muter lagu iklan harus di lewati mana gabisa di skip,positive,14,
Pokok ny bagus🤩,5,0,pokok ny bagus,negative,3,
Apk yg sangat mantap mudah dengerin lagu dari Clasik Ampe lagu modern,5,1,apk yang sangat mantap mudah dengerin lagu dari clasik ampe lagu modern,negative,12,
"mantap Spotify adalah platform terbaik untuk saat ini, banyak fitur fitur menarik di dalam aplikasi ini. cuma saya kasih nilai 4 dulu karna terbatas nya memilih lagu dalam 1 hari, dan itu sangat mengganggu aktivitas saat mendengar musik. kedepannya bisa lebih di tingkatkan lagi dengan hal ini. overall mantap",4,6,mantap spotify adalah platform terbaik untuk saat ini banyak fitur fitur menarik di dalam aplikasi ini cuma saya kasih nilai dulu karna terbatas nya memilih lagu dalam hari dan itu sangat mengganggu aktivitas saat mendengar musik kedepannya bisa lebih di tingkatkan lagi dengan hal ini overall mantap,negative,47,
Aplikasi nya bagus tapi jangan terlalu mahal buat beli premium nya kasian buat yang nd mampu,5,1,aplikasi nya bagus tapi jangan terlalu mahal buat beli premium nya kasian buat yang nd mampu,negative,16,
Hamdalah,5,0,hamdalah,positive,1,
Sesuai tujuan,4,0,sesuai tujuan,negative,2,
Gilak skrg bisa nian pakai untuk setel.lagu wajib premium,1,0,gilak skrg bisa nian pakai untuk setellagu wajib premium,negative,9,
Too wasteful to cut network for other applications,1,0,too wasteful to cut network for other applications,positive,8,
Sangat puas sekali dengan sporty lagu lengkap kata ² lebih baik galau mendengar lagu di Spotify solusinya menyala wii,5,2,sangat puas sekali dengan sporty lagu lengkap kata lebih baik galau mendengar lagu di spotify solusinya menyala wii,negative,18,
gabisa login ke akun Spotify,1,0,gabisa login ke akun spotify,negative,5,
Sangat bagus/cocok tapi tolong iklan nya dihilang kan kalo bisa,4,2,sangat baguscocok tapi tolong iklan nya dihilang kan kalo bisa,positive,10,
Bgus tpi jika boleh kenapa gk buat premium gratis an tpi dpet in nya hrus pke misi,3,0,bgus tpi jika boleh kenapa gk buat premium gratis an tpi dpet in nya hrus pke misi,negative,17,
limit mulu bodoh,5,0,limit mulu bodoh,positive,3,
bisa menemani saya jika saya kesepian,5,0,bisa menemani saya jika saya kesepian,negative,6,
udaa baguss sii tapii kebanyakan premium padahal iklan lumayan,4,0,udaa baguss sii tapii kebanyakan premium padahal iklan lumayan,positive,9,
"Satu masalah yaitu saat mendengarkan musik sambil membuka aplikasi lain, musiknya tidak bisa di like tidak ada tombol like nya",3,3,satu masalah yaitu saat mendengarkan musik sambil membuka aplikasi lain musiknya tidak bisa di like tidak ada tombol like nya,positive,20,
Lagu nya bagus ²,5,0,lagu nya bagus,negative,3,
Good job! :),5,0,good job,negative,2,
Dari Segi UI nya lebih bagus daripada Youtube Music ya ! tetapi tidak video musik nya .,4,0,dari segi ui nya lebih bagus daripada youtube music ya tetapi tidak video musik nya,negative,15,
Sekarang di batesin apa apa,1,0,sekarang di batesin apa apa,positive,5,
Bagus agk ngelek,3,0,bagus agk ngelek,negative,3,
maksa amat beli premium sampe² banyakin iklan,1,0,maksa amat beli premium sampe banyakin iklan,positive,7,
Sangat memuaskan untuk pemutaran musik,5,0,sangat memuaskan untuk pemutaran musik,negative,5,
"mantapp lahh, tapi kalo bisa lagunya langsung apa yg di cari, jangan yg di sarankan",5,1,mantapp lahh tapi kalo bisa lagunya langsung apa yang di cari jangan yang di sarankan,negative,15,
"Jelek, apa apa sekarang premium, busuk",1,0,jelek apa apa sekarang premium busuk,positive,6,
Sudah sebulan saya tidak dapat masuk premium dan juga hapus akun,1,1,sudah sebulan saya tidak dapat masuk premium dan juga hapus akun,negative,11,
"karna gk bisa denger lagi paslagi off bisa sih tapi harus beli yang premium nya sportify gk kaya yang dulu lagi, dulu bisa denger lagu paslagi off Tanpa beli yang premium",2,0,karna gk bisa denger lagi paslagi off bisa sih tapi harus beli yang premium nya sportify gk kaya yang dulu lagi dulu bisa denger lagu paslagi off tanpa beli yang premium,positive,31,
"baguss bangett!! walaupunn ada iklan bentaran doankk! hehee.., enakkan download spotify, dri pada yg lainn, spotifyy hanyaa adaa dii hatii..kuu💗",5,1,baguss banget walaupunn ada iklan bentaran doankk hehee enakkan download spotify dri pada yang lainn spotifyy hanyaa adaa dii hatiikuu,negative,20,
cocok bgt buat nge galau kalau lagi sedih larinya ke Spotify pokok nya bagus deh😽😽😍😍,5,3,cocok banget buat nge galau kalau lagi sedih larinya ke spotify pokok nya bagus deh,negative,15,
Bagus sekali....,5,0,bagus sekali,negative,2,
dengerin suara aj Harus premium aduh iklan ny banyak lagi,1,0,dengerin suara aj harus premium aduh iklan ny banyak lagi,positive,10,
Sangat cocok untuk musik harianku,5,0,sangat cocok untuk musik harianku,negative,5,
Klau bsa iklan2ya d hilangin,5,0,klau bsa iklanya d hilangin,positive,5,
bagus bagus tapi kurangi iklan okeyy,5,0,bagus bagus tapi kurangi iklan okeyy,positive,6,
kenapa ya pas pertengahan lagu selalu tiba tiba mati? ada pembaruan kah atau bagaimana bikin ga nyaman dengerin musik,3,1,kenapa ya pas pertengahan lagu selalu tiba tiba mati ada pembaruan kah atau bagaimana bikin tidak nyaman dengerin musik,positive,19,
Karna musik nya sangat enak,5,0,karna musik nya sangat enak,negative,5,
Banyak iklan,2,0,banyak iklan,negative,2,
Saya beri bintang satu karena saya sudah masuk pakai akun yang benar dan kata sandi yang benar tetapi tidak bisa masuk tolong perbaiki,1,1,saya beri bintang satu karena saya sudah masuk pakai akun yang benar dan kata sandi yang benar tetapi tidak bisa masuk tolong perbaiki,negative,23,
Ok banget lahh🔥,5,0,ok banget lahh,positive,3,
Sngat seru .mudah masuk nya,5,0,sngat seru mudah masuk nya,negative,5,
"tolong la di perbaiki, masa suka ilang' lagu nya",3,0,tolong la di perbaiki masa suka ilang lagu nya,positive,9,
"Spotifynya bagus tapi ga bisa denger lagu sepuasnya suka ada ""beli premium"" gitu tolong ya biar semuanya bisa ngedengerin lagu sepuasnya, dan tolong buat offline gitu, terimakasih",5,6,spotifynya bagus tapi tidak bisa denger lagu sepuasnya suka ada beli premium gitu tolong ya biar semuanya bisa ngedengerin lagu sepuasnya dan tolong buat offline gitu terimakasih,negative,27,
Lumayan bagus aplikasinya,4,0,lumayan bagus aplikasinya,negative,3,
Spotify saya sudah terdaftar tapi setiap mau mendengarkan musik dan dalam kondisi dan jaringan yang baik selalu dalam mode offline tolong perbaiki bug saya,1,4,spotify saya sudah terdaftar tapi setiap mau mendengarkan musik dan dalam kondisi dan jaringan yang baik selalu dalam mode offline tolong perbaiki bug saya,positive,24,
Tolong jangan terlalu kapitalis masa mau nyetel lagu yang sama harus tunggu besok atau harus premium dulu😒,3,0,tolong jangan terlalu kapitalis masa mau nyetel lagu yang sama harus tunggu besok atau harus premium dulu,positive,17,
Banyak lagu dan baik untuk didengar,4,0,banyak lagu dan baik untuk didengar,negative,6,
"auto uninstall tampilan berubah , menyulitkan penggguna",1,0,auto uninstall tampilan berubah menyulitkan penggguna,negative,6,
"Bagus banget sara red lima karena asik, tapi keluhannya ada iklanya jadi rada rada gk seru",5,0,bagus banget sara red lima karena asik tapi keluhannya ada iklanya jadi rada rada gk seru,positive,16,
tempat dengerin musik fav😋,5,0,tempat dengerin musik fav,negative,4,
"gampang nyarinya, lagunya semua ada dah gitu aja. buat temen gua yg suka bacain ulasan setiap aplikasi trus nemuin komen gua yg ini, diem aja PLS DIEM AJA.",5,0,gampang nyarinya lagunya semua ada sudah gitu saja buat temen gua yang suka bacain ulasan setiap aplikasi trus nemuin komen gua yang ini diem saja pls diem saja,positive,28,
Please kenapa Spotify ku ko nggk ada liriknya padahal udah di download ulang udah di update jg😭,1,1,please kenapa spotify ku ko nggk ada liriknya padahal udah di download ulang udah di update jg,positive,17,
"kok Spotify sekarang pelit banget sih mau Gonta-ganti aja di batasi di suruh pake yg premium lagi padahal cuma ganti lagu aja ke lagu yg pengen di dengar tolong lah Spotify saya penguna yang tidak punya cukup biaya untuk membayar ke premium,cari untung enak banget ni Spotify, kalau 50k untuk 1tahun/6bulan oke lah ini cuma 1 bulan tapi gak nyampai sebulan juga udah jadi yg gak premium payah banget.",2,20,kok spotify sekarang pelit banget sih mau gontaganti saja di batasi di suruh pake yang premium lagi padahal cuma ganti lagu saja ke lagu yang pengen di dengar tolong lah spotify saya penguna yang tidak punya cukup biaya untuk membayar ke premiumcari untung enak banget ni spotify kalau k untuk tahunbulan oke lah ini cuma bulan tapi tidak nyampai sebulan juga udah jadi yang tidak premium payah banget,positive,68,
"kenapa pas mencet lagu disuruh berbayar ke premium,dan tidak bisa mencet sesuka lagu",3,3,kenapa pas mencet lagu disuruh berbayar ke premiumdan tidak bisa mencet sesuka lagu,positive,13,
Lagu lagunya enak di dengar bagus untuk di download hehe😁😁😁,5,0,lagu lagunya enak di dengar bagus untuk di download hehe,negative,10,
Kurang baguss Semoga spotify tingkatkan lagi ya,1,0,kurang baguss semoga spotify tingkatkan lagi ya,positive,7,
singkat padat mantapp,5,0,singkat padat mantapp,negative,3,
Baguss sieee,5,0,baguss sieee,negative,2,
"Eh atmin Spotify ini kere apa gi mana si? Maksa bgt buat premium,jadi saya sedikit kecewax",1,1,eh atmin spotify ini kere apa gi mana si maksa banget buat premiumjadi saya sedikit kecewax,positive,16,
kok spotify sekarang gaada fitur pemutaran ulang lagu. jadi saya hapus,3,0,kok spotify sekarang gaada fitur pemutaran ulang lagu jadi saya hapus,negative,11,
"Lagunya lengkap sih tapi, beberapa lagu waktu mau di play ada tulisan ""pilih lagu untuk diputar lagi besok + harus premium"" Tolong di up ya",1,2,lagunya lengkap sih tapi beberapa lagu waktu mau di play ada tulisan pilih lagu untuk diputar lagi besok harus premium tolong di up ya,negative,24,
"lagu yang sangat bagus,dan lagu yang menarik untuk didengar dengan keadaan kita yang gimana saja 😊😊",5,0,lagu yang sangat bagusdan lagu yang menarik untuk didengar dengan keadaan kita yang gimana saja,negative,15,
Ternyata Spotify bisa untuk bermain game,5,0,ternyata spotify bisa untuk bermain game,negative,6,
habis satu lagu pasti iklan lagii kan ngga seru,3,0,habis satu lagu pasti iklan lagii kan ngga seru,positive,9,
Makin kesini makin GK jls apa apa harus premium,1,0,semakin kesini semakin gk jls apa apa harus premium,positive,9,
"Bagus bgt lagu nya juga jernih dan bagus bgt sih,ada kekurangan kadang ad suara kadang engakk tapi update ke depan nya lebih,bagus lagi",5,2,bagus banget lagu nya juga jernih dan bagus banget sihada kekurangan kadang ad suara kadang engakk tapi update ke depan nya lebihbagus lagi,negative,23,
"ke banyak an iklan, kebanyakan promosi, kadang kesel juga, ada musik yg gak ada di sini, ya Inti gk masuk ke fav gua",4,0,ke banyak an iklan kebanyakan promosi kadang kesel juga ada musik yang tidak ada di sini ya inti gk masuk ke fav gua,positive,23,
"lumayan bagus aplikasi nya menurut ku,tapi sering buffering pas nyari lagu di pencarian",4,0,lumayan bagus aplikasi nya menurut kutapi sering buffering pas nyari lagu di pencarian,negative,13,
Memang bagus sekali isinya,5,0,memang bagus sekali isinya,negative,4,
Baguss Keran bisa dengerin lagu,5,0,baguss keran bisa dengerin lagu,negative,5,
"Woy benerin tuh yang kolaborasi, ini cewek gua mau nambahin lagu gak bisa katanya. Cepet medkit woy Spotify",3,0,woy benerin tuh yang kolaborasi ini cewek gua mau nambahin lagu tidak bisa katanya cepet medkit woy spotify,positive,18,
Saat hp dimatikan lagu nya tetap menyalaa,4,0,saat hp dimatikan lagu nya tetap menyalaa,negative,7,
"makin kesini makin pelittt,dikit"" premium",1,0,semakin kesini semakin pelitttdikit premium,positive,5,
"Makin ke sini ada aja update yang gak diperluin, cuan mulu mau lu perusahaan kikir, mutar lagu aja dibatasin (dialih ke lagu yang lain... PALERRR",1,1,semakin ke sini ada saja update yang tidak diperluin cuan mulu mau lu perusahaan kikir mutar lagu saja dibatasin dialih ke lagu yang lain palerrr,positive,25,
"aplikasinya keren,lagu lagunya banyak dan tidak susah untuk memutar lagunya",5,1,aplikasinya kerenlagu lagunya banyak dan tidak susah untuk memutar lagunya,negative,10,
Seru,4,0,seru,positive,1,
Admin mulai kikir ya adik²,3,0,admin mulai kikir ya adik,negative,5,
Saya beri binta lima karena saya sangat mudah untuk mendengar lagu yg saya sukai,5,0,saya beri binta lima karena saya sangat mudah untuk mendengar lagu yang saya sukai,negative,14,
"sangat cocok untuk mendengarkan lagu lagu sad, happy dll.",5,4,sangat cocok untuk mendengarkan lagu lagu sad happy dll,negative,9,
Nice,4,0,nice,negative,1,
"Belakangan ini update Spotify itu sedikit menganggu menurut saya. Mulai dari Lirik lagu yang banyak tidak ada dari dulu tidak di fix, (sebenarnya bisa, namun harus premium) memilih Lagu sesuai keinginan dibatasi sehari, men-skip lagu yang dibatasi 6x/jam. Jujur saya tidak terlalu masalah dengan skip lagu yang dibatasi, toh cuma per-jam. Namun mengapa memilih lagu sesuai keinginan user masing-masing harus dibatasi? Sampai per-hari pula. I hope Spotify could fix this as soon as possible, thanks.",2,921,belakangan ini update spotify itu sedikit menganggu menurut saya mulai dari lirik lagu yang banyak tidak ada dari dulu tidak di fix sebenarnya bisa namun harus premium memilih lagu sesuai keinginan dibatasi sehari menskip lagu yang dibatasi xjam jujur saya tidak terlalu masalah dengan skip lagu yang dibatasi toh cuma perjam namun mengapa memilih lagu sesuai keinginan user masingmasing harus dibatasi sampai perhari pula i hope spotify could fix this as soon as possible thanks,positive,75,
Buruk tidak bisa di buka,1,0,buruk tidak bisa di buka,positive,5,
Very very good,5,0,very very good,negative,3,
D best lah. Langganan premium family. Jadi ga repot2,5,2,d best lah langganan premium family jadi tidak repot,negative,9,
Mantap buat denger lagu enak 😊😊👍🏻,5,0,mantap buat denger lagu enak,negative,5,
